No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender
882,HRMN-0882,Gerania,Euodia,799000,100,EDP,"Bergamot, mandarin","geranium, palmarosa","clove, eucalyptus",Day,Male
883,HRMN-0883,Freese,Euodia,799000,100,EDP,"Petigran, mandarin, pepper","freesia, neroli","patchouli, musk",Day,Male
884,HRMN-0884,VIP Men,Avicenna,439000,100,EDT,"Nutmeg, Pink Pepper, Saffron","Rose, Tonka Bean, Gardenia","Labdanum, Blond Woods, Vanilla",Versatile,Male
885,HRMN-0885,Starburst,Avicenna,168350,50,EDP,"Coffee, Orange Blossom","Jasmine Sambac, Bitter Almond","Vanilla, Cashmere Wood",Versatile,Female
886,HRMN-0886,VIP Women,Avicenna,155400,50,EDP,"Pear, Peach, Melon, Blackcurrant","Ylang-ylang, Lily of the valley, Rose","Lactonic, Sandalwood, Musky",Versatile,Female
887,HRMN-0887,Wild Men,Avicenna,179550,100,EDT,Citrus,"Geranium, Lavender","Amber, Patchouli",Versatile,Male
888,HRMN-0888,Adventure,Avicenna,239400,100,EDT,"Bergamot, Pink Pepper, Grapefruit","Lavender, Cardamom, Aquatic","Blonde Woods, Oak Moss, Cashmere, White Musk",Day,Male
889,HRMN-0889,Lumiere,Avicenna,224400,100,EDP,"Honey Dew melon, Green Apple, Lemon","Rose, Viole, Orange Blossom","Musk, Patchoulli, Sandalwood",Day,Female
890,HRMN-0890,Eclat,Avicenna,263400,100,EDT,"Citrus, Watery","Grapefruit, Aromatic, Jasmine","Woody, Amber, Tonka Bean",Versatile,Male
891,HRMN-0891,La Femme,Avicenna,263400,100,EDP,"Lemon, Grapefruit, Apple, Pear","Lilly, Jasmine, Rose, Violet","Sandalwood, Amber, Vanilla, Musk",Versatile,Female
892,HRMN-0892,Miracle,Avicenna,263400,100,EDP,"Red fruits, Orange, Pepper","Jasmine, Rose, Violet","Vanilla, Powdery, Musk, Caramel",Night,Female
893,HRMN-0893,Summer Bloom,Azwary Perfume,180000,50,EDP,"Jasmine, Grapefruit, Freesia","Tuberose, Rose","Musk, Cashmere",Day,Female
894,HRMN-0894,Sexy Blue,Azwary Perfume,250000,50,EDP,"Red Apple, Peach, Red Pepper","Jasmine, Rose","Musk, Amber, Sandalwood",Day,Female
895,HRMN-0895,Senorita,Azwary Perfume,375000,50,EDP,"Green Apple, Papaya Blossom, Strawberry","Nutmeg, Lychee, Yuzu","Mint, Pine",Day,Female
896,HRMN-0896,Royal Essenza,Azwary Perfume,450000,50,EDP,"Pomelo, Bergamot, Freesia","Pomegranate, Pineapple, Watermelon","Sandalwood, Cedar, White Musk",Day,Female
897,HRMN-0897,Guardian Woman,Azwary Perfume,375000,50,EDP,"Melon, Apple, Peach","Freesia, Jasmine, Tuberose","Musk, Ylang-Ylang, Sandalwood",Day,Female
898,HRMN-0898,Calista,Azwary Perfume,450000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Versatile,Female
899,HRMN-0899,Alexandria,Azwary Perfume,625000,50,EDP,"Rose, Black Currant, Pear","Violet, Jasmine","Vanilla, Dupa, White Musk",Night,Female
900,HRMN-0900,Valencia,Azwary Perfume,250000,50,EDP,"Passionfruit, Pamelo, Watermelon","Parmaviolet, Jasmine, Tuberose","Sandalwood, Musk, Vetiver",Day,Unisex
901,HRMN-0901,Mademoiselle,Azwary Perfume,400000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Versatile,Unisex
902,HRMN-0902,Inspiration,Azwary Perfume,225000,50,EDP,"Lavender, Martini, Bergamot","Lilac, Green Tea, Orchid","Musk, Cedar",Versatile,Unisex
903,HRMN-0903,Happy Feel,Azwary Perfume,300000,50,EDP,"Freesia, Green Apple, Strawberry","Rose Tea, Magnolia, Redberry","White Musk, Cedar, Amber",Versatile,Unisex
904,HRMN-0904,Choco Lover,Azwary Perfume,150000,50,EDP,"Chocolate, Vanilla, Cherry","Vanilla, Chocolate, Basil","Chocolate, Vanilla, Amber, Musk",Night,Unisex
905,HRMN-0905,The Dreamer Women,Azwary Perfume,300000,50,EDP,"Peach, Redberry","Jasmine, Peony","Amber, Patchouli",Versatile,Female
906,HRMN-0906,Sun Montana,Azwary Perfume,225000,50,EDP,"Bergamot, Mint, Mandarin Orange","Coriander, Lemon, Cardamom","Musk, Amber, Vanilla",Day,Unisex
907,HRMN-0907,The Dreamer Men,Azwary Perfume,300000,50,EDP,"Cardamom, Bergamot, Watermelon","Pepper, Cinnamon","Sandalwood, Tonka Bean, Amber",Night,Male
908,HRMN-0908,Sinclair Man,Azwary Perfume,525000,50,EDP,"Patchouli, Musk, Virginia Cedar","Nutmeg, Lychee, Yuzu","Mint, Pine",Versatile,Male
909,HRMN-0909,Romantic Coco Men,Azwary Perfume,175000,50,EDP,"Red Pepper, Pala, Prem, Apple","Red Pepper, Basil, Jasmine","Vanilla, Pepper, Dark Chocolate",Night,Male
910,HRMN-0910,Red Sapphire,Azwary Perfume,250000,50,EDP,"Red Pepper, Nutmeg, Plum, Apple","Freesia, Peony, Jasmine","Musk, Amber, Sandalwood",Night,Male
911,HRMN-0911,Marseille,Azwary Perfume,250000,50,EDP,"Orange, Mint Leaves, Litchi, Lotus",Raspberry,"Sandalwood, Amber, Musk",Day,Male
912,HRMN-0912,Dell Matinno,Azwary Perfume,575000,50,EDP,"Apple, Corriander, Cassia","Clove, Peach, Carnation","Sandalwood, Oakmoss, Vetiver",Day,Male
913,HRMN-0913,Amour de Jasmine,Azwary Perfume,225000,50,EDP,"Magnolia, Lotus","Vanilla, Cinnamon, Musk","Jasmine, Tuberose",Day,Female
914,HRMN-0914,Hunny Women,Azwary Perfume,175000,50,EDP,"Musk, Lily, Ylang-Ylang","Musk, Rose, Lotus","Vetiver, Musk, Vanilla",Day,Female
915,HRMN-0915,Sinclair Women,Azwary Perfume,525000,50,EDP,"Bergamot, Pomelo, Red Current","Orchid, Cactus","Vanilla, Amber, Red Cedar",Day,Female
916,HRMN-0916,D'queen,Azwary Perfume,400000,50,EDP,"Passion Fruit, Bergamot, Green Apple","Violet, Orchid, Jasmine","Amber, Musk, Cedar",Day,Female
917,HRMN-0917,Cairo,Buttonscarves,420000,40,EDP,"Pink Peppercorn, Marine, Magnolia","Rose, Jasmine","Patchouli, vanilla, musk",Night,Unisex
918,HRMN-0918,Dubai,Buttonscarves,540000,85,EDP,"Lemon, Bergamot","Fig, Jasmine, Geranium","Sandalwood, Oud, Amber",Versatile,Male
919,HRMN-0919,Capri,Buttonscarves,540000,85,EDP,"Lemon, Apple Blossom","Freesia, Jasmine","Vanilla, Cedarwood, Patchouli Dust, Musk",Versatile,Unisex
920,HRMN-0920,New York,Buttonscarves,540000,85,EDP,"Bergamot, Pink Peppercorn, Lily Of The Valley, Neroli","Magnolia, Rose, Jasmine, Orange Flower","Caramel, Vanilla, Sandalwood, Musky",Versatile,Female
921,HRMN-0921,Yuccavalley,Buttonscarves,540000,85,EDP,"Sugarcase, Rose","Sandalwood, Ylang","Vanilla, Bean, Benzoin",Night,Female
922,HRMN-0922,Bilbao,Buttonscarves,540000,85,EDP,"Perm Ambrette, Calone","Jasmine, Ylang, Narcissus, Maltol","Patchouly, Vetyver, Soft Amber",Day,Female
923,HRMN-0923,Colmar,Buttonscarves,420000,40,EDP,"Galbanum, Marine, Rhubarb","Jasmine Tuberose, Orange Flowers","Lactonic, Iris, Ambroxan, Musk",Night,Unisex
924,HRMN-0924,Venice,Buttonscarves,540000,85,EDP,"Mandarin ylang, white flowers","Plum, sweet, woody, lactonic","Sandalwood, vanilla, musk",Day,Female
925,HRMN-0925,Bora Bora,Buttonscarves,540000,85,EDP,"Bergamot, Mandarin, Grapefruit, Blackcurrant","Orange Flower, Ambroxan","Musk, Benzoin",Day,Unisex
926,HRMN-0926,Calabria,Buttonscarves,540000,85,EDP,"Bergamot, Pear, Orange, Green","Cedarwood, Freesia, Ozonic, Neroli","Vetyver, Musk, Amber",Day,Female
927,HRMN-0927,Alexandria,Buttonscarves,540000,85,EDP,"Rose, Fruity","Amber, Sweet","Vanilla, Musk",Night,Unisex
928,HRMN-0928,Endgame,Dasfelix,159000,30,EDP,"Bergamot, Plum, Grapefruit","Honey, Cedar, Orange Blossom, Hazelnut, Cashmere Wood","Patchouli, Vetiver, Amberwood, Oakmoss",Night,Male
929,HRMN-0929,Anomaly,Dasfelix,159000,30,EDP,"Bergamot, Orange, Green Tea, Apple, Lemon","Peach, White Floral, Coconut, Amber","Musk, Caramel, Woodsy, Vetiver",Versatile,Male
930,HRMN-0930,Checkmate,Dasfelix,159000,30,EDP,"Mint, Green Apple, Lemon","Tonka Bean, Ambroxan, Geranium","Vanilla, Cedar, Vetiver",Versatile,Male
931,HRMN-0931,Winter Hunter,Dasfelix,159000,30,EDP,"Lime, Passion Fruit, Ginger","Pepper, Gin, Mint, Spices","Leather, Amber, Woody",Versatile,Male
932,HRMN-0932,Summer Fighter,Dasfelix,159000,30,EDP,"Bergamot, Pepper","Lavender, Vetiver, Patchouli","Cedar, Labdanum",Day,Male
933,HRMN-0933,V.30,Hiraeth,975000,50,EDP,"Pink Pepper, Orange, Petitgrain","Jasmine, Cedar, Iris","Amber, Musk, Sandalwood, Vetiver, Patchouli",Versatile,Unisex
934,HRMN-0934,Shade of Burgundy,Hiraeth,999000,50,EDP,"Rum, Cinnamon","Honey dates, Oak","Vanilla, Sandalwood",Night,Unisex
935,HRMN-0935,19,Normal Estate,889000,50,EDP,"Juniper Berries, Lemon, Mint","Myrrh, Tonka Bean, Roasted Chestnut",Blond Woods,Night,Unisex
936,HRMN-0936,7,Normal Estate,889000,50,EDP,"Davana, Mandarin","Iris, Dark Violet, Saffron, Blue Ginger","Cocoa Beans, Amber, Vetiver Haiti, Birch Wood, Suede Leather",Versatile,Unisex
937,HRMN-0937,24,Normal Estate,889000,50,EDP,"Grapefruit, Bergamot, Lemon ","Lavender Abs, Cyclamen, Peony","Cedarwood Atlas, Vetiver Java, Patchouli, Incense, Oakmoss",Versatile,Unisex
938,HRMN-0938,Serious Moonlight,Oaken Lab,849000,50,EDP,"Pomelo, Darjeeling Black Tea","Coconut, Night Jasmine, Wood","Oud, Vanilla, Leather, Tar",Night,Unisex
939,HRMN-0939,PLEIN AIR,Oaken Lab,799000,50,EDP,"Citrus, Ozone","Peppermint, Anise, Fennel",White Musk,Day,Unisex
940,HRMN-0940,Sanctum,Oaken Lab,849000,50,EDP,"Dry Bergamot, Translucent Jasmine, Rose","Paper, Sandalwood","Benzoine, Virginia Cedarwood, Patchouli",Day,Unisex
941,HRMN-0941,Earth of Mankind,Oaken Lab,899000,50,EDP,"Clove, Cassia, Tobacco","Vanilla, Patchouli, Vetiver",Agarwood,Night,Unisex
942,HRMN-0942,Batavia Barber,Oaken Lab,899000,50,EDP,"Neroli, Bergamot, Orange","Lavender, Jasmine","Moss, Musk, Patchouli, Leather",Day,Male
943,HRMN-0943,Far Afield,Oaken Lab,799000,50,EDP,"Aqua, Bergamot, Ozone",Black Pepper,Cedarwood,Day,Unisex
944,HRMN-0944,Monko,Oaken Lab,899000,50,EDP,Angelica Root,Incense,"Record Dust Accord, Warm Woody",Night,Unisex
945,HRMN-0945,Before Moonrise,Oaken Lab,849000,50,EDP,"Pomelo, Darjeeling Black Tea","Coconut, White Woods","Oud, Vanilla",Night,Unisex
946,HRMN-0946,Conservatory,Oaken Lab,849000,50,EDP,"Basil, Orange Peel, Bergamot, Neroli","Rose, Cassia","Cedar, Sumatran Benzoin, Ambergris, Patchouli",Day,Unisex
947,HRMN-0947,Caught a glimpse of my office crush through the gap of our cubicles,Oaken Lab,799000,50,EDP,"Geranium, Rose, Black Pepper","Frankincense, Clary Sage, Cedar Atlas, Paper","Ink Accord, Benzoin Sumatra, Cashmeran",Day,Unisex
948,HRMN-0948,Dewata Zhen,Hutan Aromantika,2590000,30,XDP,Balinese Ylang-Ylang,"North Sumatera Jasmine, Orchid, Rose, Lotus",Jinko Gold Oud,Day,Unisex
949,HRMN-0949,Borneo Khatulistiwa,Hutan Aromantika,2199000,30,XDP,"West Borneo Grapefruit, Calabrian Bergamot",Java Golden Vetiver,Rimba Taraka Oud,Day,Unisex
950,HRMN-0950,Banyu Swarga,Hutan Aromantika,2099000,30,XDP,-,Oud Almasih,"South Sulawesi Patchouli, Flores Vanilla Tincture",Day,Unisex
951,HRMN-0951,Lunaire Rhapsodie,Hausser,1400000,50,EDT,"Rum, Whiskey, Mango","Tobacco, Iris, Vanilla","Labdanum, Musk, Cedar",Night,Unisex
952,HRMN-0952,Amayadori,Hausser,1415000,50,EDP,Citrus,Rain,Woody Notes,Day,Unisex
953,HRMN-0953,Ballade en Papier,Hausser,1325000,50,EDP,Spices,Floral Notes,"Paper Accord, Musk",Day,Unisex
954,HRMN-0954,Cuban Waltz,Hausser,1300000,50,EDP,"Lavender, Italian Mandarin, Cherry, Almond","Honey, Heliotrope, Jasmine, Cashmere Wood","Vanilla, Amber, Musk",Night,Unisex
955,HRMN-0955,Bijoux de Nuit,Hausser,1285000,50,EDP,Jasmine,"Tuberose, Lily",Exotic Musk,Night,Unisex
956,HRMN-0956,Symphonie de Tabriz,Hausser,1335000,50,EDP,"Rum, Rosewood, Apple, Lavender","Eucalyptus, Cashmere Wood, Lily of the Valley, Cinnamon","Oud, Tonka Bean, Honey, Tob, Amber, Musk, Sandalwood, Honey",Night,Unisex
957,HRMN-0957,Tresor du Bois,Hausser,1175000,50,EDP,Bergamot,"Rose, Tobacco","Natural Oud, Amber, Musk, Vanilla",Day,Unisex
958,HRMN-0958,BATAVIA OUD,UCCA OUD ,2999999,25,XDP,Ceylon Cinnamon,"Himalayan Cedarwood, Kupang Red Meat Sandalwood, Borneo Plantation Oud","Sumatera Wild Oud, Secret Leather Accord",Night,Unisex
959,HRMN-0959,VANILLE DE AGAR,UCCA OUD ,2240000,25,XDP,Clove,"Vanilla, Tobacco","Agarwood, Sandalwood",Night,Unisex
960,HRMN-0960,MEUTIA SANTAL,UCCA OUD ,2235000,25,XDP,Neroli,"Jasmine, Champaca",Sandalwood,Day,Unisex
961,HRMN-0961,Fleur,Byliv,55000,30,EDP,Cloudberry,Daisy,"Cashmere, Musk, Driftwood",Day,Female
962,HRMN-0962,Black Sapphire,Byliv,99000,30,XDP,"Pear, Pink Pepper, Orange Blossom","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere",Night,Female
963,HRMN-0963,Red Diamond,Byliv,99000,30,XDP,"Bitter Almond, Saffron","Egyptian Jasmine, Cedar","Ambergris, Woody",Day,Female
964,HRMN-0964,Fuchsia,Byliv,55000,30,EDP,Apple,Flowers,Vanilla,Day,Female
965,HRMN-0965,Solis,Sansoe,389000,50,EDP,"Mandarin Orange, Pear, Galbanum",-,"Guaiac Wood, Patchouli, Musk",Day,Unisex
966,HRMN-0966,Lunae,Sansoe,389000,50,EDP,"Goji Berries, Peach, Lime","Peony, Coriander",Sandalwood,Night,Unisex
967,HRMN-0967,Flos,Sansoe,389000,50,EDP,Pink Pepper,"White Flowers, Saffron","Amber, Musk",Day,Unisex
968,HRMN-0968,Sommar,Sansoe,389000,50,EDP,Green Tea,Geranium,"Cedarwood, Vetiver, Musk",Day,Unisex
969,HRMN-0969,Ortiz,Sansoe,389000,50,EDP,"Bergamot, Cardamom",Peony,"Cedarwood, Oud",Day,Unisex
970,HRMN-0970,Lignum,Sansoe,389000,50,EDP,Pear,-,"Wood, Musk, Ambergris",Day,Unisex
971,HRMN-0971,Rosyn,Sansoe,389000,50,EDP,Clove,Rose,Oud,Day,Unisex
972,HRMN-0972,Cedrus,Sansoe,389000,50,EDP,Ambrette,Magnolia,"Cedarwood, Ambergris",Day,Unisex
973,HRMN-0973,Fleur de Chance,Etre,379000,50,EDP,"Bergamot, Juniper Berries","Lily of the Valley, Ylang-Ylang","Cedarwood Atlas, Cashmeran",Day,Unisex
974,HRMN-0974,Bouquet de Joie,Etre,379000,50,EDP,"Blackcurrant Buds, Raspberry","Peony, Violet","Vetiver, Ambergris",Day,Unisex
975,HRMN-0975,Angelique,Etre,379000,50,EDP,"Carrot Seed, Ginger","Lilac, Iris",Musk,Day,Unisex
976,HRMN-0976,For The Memories Of,Etre,533000,50,EDP,"Lime, Mandarin, Elemi","Chamomile, Frankincense Resinoid","Ylang-Ylang, Sandalwood",Day,Unisex
977,HRMN-0977,Force d ame,Etre,350000,50,EDP,Rose,Cedarwood,Fruity Musks,Day,Unisex
978,HRMN-0978,Volcanique,Etre,350000,50,EDP,"Pear, Berries","Iris, Jasmine","Patchouli, Sandalwood, Vanilla",Night,Unisex
979,HRMN-0979,Libre d Esprit,Etre,350000,50,EDP,"Watermelon, Pineapple","Peach Cocktail, Coconut Water","Musks, Sandalwood",Day,Unisex
980,HRMN-0980,Enigma,Cote d Azur,350000,100,EDP,"Blackcurrant, Raspberry","Jasmine, Rose","Patchouli Indonesia, Tonka bean",Night,Female
981,HRMN-0981,Love in Motion Classic,Cote d Azur,350000,100,EDP,"apple, peach","Lilac, jasmine","Exotic Musk, Dark Amber",Night,Female
982,HRMN-0982,Rosie Posie,Cote d Azur,195000,30,XDP,"Cardamom, plum","Rose, Cedarwood","Vanilla Bean, Amber",Night,Unisex
983,HRMN-0983,Blanc Pepper,Cote d Azur,350000,100,EDP,"Pink Pepper, Bergamot","Orris, Violet, Orange Flower","Musk, Amberette",Night,Unisex
984,HRMN-0984,Moonlight Musk,Cote d Azur,350000,100,EDP,"Lychee, Blackcurrant","Rose, mugget","White Musk, Vetiver",Versatile,Female
985,HRMN-0985,Bubbles,Cote d Azur,350000,100,EDP,"cardamom, violet","lavender, jasmine","musk, cedarwood",Day,Unisex
986,HRMN-0986,Lightning & Thunder,Cote d Azur,350000,100,EDP,"coffe, mandarin","lavender, orange blossom","vanilla, tonka bean",Night,Unisex
987,HRMN-0987,Lazy Afternoon,Cote d Azur,350000,100,EDP,"ginger, pink pepper","violet leaves, jasmine","sandalwood, patchouli",Night,Unisex
988,HRMN-0988,Appocalypse V2,Monacruz,113500,60,XDP,"Bergamot, Blackcurrant","Honey, Tuberose, Ylang-Ylang","Vanilla, Tonka Bean, Sandalwood",Night,Male
989,HRMN-0989,Moon Rabbit,Monacruz,186000,105,XDP,"Blackcurrant, Pear,Pink Pepper","Rose, Orange Blossom, Ylang-ylang","Amber, Tonka Bean, Cedarwood",Night,Unisex
990,HRMN-0990,British Man,Monacruz,180000,105,XDP,"Red Pepper, Neroli, Ylang-ylang","Anise, Hazelnut, Cacao","Sandalwood, Mahogany, Tonka Bean, Amber",Night,Male
991,HRMN-0991,Cinnamon,Monacruz,187000,105,XDP,"Bergamot, Black Pepper","Clary Sage, Lavender","Vanilla Absolute, Cinnamon, Tonka Bean",Night,Unisex
992,HRMN-0992,Aurora,Monacruz,185000,105,XDP,"Apricot, Pear","White Rose, Magnolia","Vanilla Bean, Amber, Soft Musk",Night,Female
993,HRMN-0993,Lucifer,Monacruz,195000,105,XDP,"Ginger Flower, Green Mandarin, Pink Pepper",Caramel Vanilla,"Sandalwood, White Amber",Night,Unisex
994,HRMN-0994,Vanirose,Caliv,154500,50,EDP,"Rose, Water Notes, Lemon","Rose, Sugar","Vanilla, White Musk, Cedar",Versatile,Female
995,HRMN-0995,Louis,Caliv,189000,50,EDP,"Mugwort, Spearmint","Lavender, Benzoin","Musk, Tonka, Vanilla",Night,Male
996,HRMN-0996,Berry Breeze,Caliv,154500,50,EDP,"Wild Berries, Green Apple, Coconut, Mandarin Orange","Jasmine, Lily of the Valley","Caramel, Vanilla, Sandalwood",Day,Female
997,HRMN-0997,Signature,Caliv,159000,50,EDP,"Lavender, Pear, Mint","Cinnamon, Clary Sage, Caraway","Vanilla, Amber, Patchoulli",Versatile,Unisex
998,HRMN-0998,Orion Sergio,Exxome,219000,50,EDP,"Lemon, Bergamot, Cardamon, Lily, Tuberose","Musk, Tonka Bean, Peppermint, Oakmoss","Amber, Sandalwood, Leather, Ylang-Ylang",Versatile,Unisex
999,HRMN-0999,B,Exxome,278000,100,EDP,"Blackcurrant, Chamomile, Pear, Papaya, Burgundy Tuscan Grapes","Lily of the Valley, Jasmine, Iris, Orange Blossom, Yellow Peonies","Coconut, Vanilla, Patchouli, Tonka Bean",Night,Female
1000,HRMN-1000,Flo,Exxome,275000,100,EDP,"Forest Fruit, Blackberry, Raspberry, Bergamot, Lychee","Jasmine, Pink Peony, Celosia, Vanilla","Apricot, Patchouli, Musk, Sandalwood",Versatile,Female
1001,HRMN-1001,Zafron,Exxome,279000,100,EDP,"Strawberry, Raspberry, Melon, Grapefruit","Jasmine, Rose, Lavender, Honeysuckle","Patchouli, Vanilla, Cotton Candy, White Musk, Amber, Sandalwood",Day,Unisex
1002,HRMN-1002,Dr. G Day Light,Exxome,325000,100,EDP,"Mocktail, Wine, Green Mandarin, Lemon, Soursop","Peony, White Floral, Vanilla, Honeysuckle","Tobacco, Indonesian Patchouli, Tonka Bean, Dark Musk",Versatile,Unisex
1003,HRMN-1003,Dr. G Calm & Mysterious,Exxome,299000,100,EDP,"Bergamot, Blood Orange, Pineapple, Rum","Bay Leaf, Geranium, Caramel, Tonka Bean","Vanilla, Musk, Tobacco",Night,Male
1004,HRMN-1004,Orion Truly Gentleman,Exxome,289000,100,EDP,"Mandarin Orange, Bergamot, Saffron","Pepper, Cedar, Coriander, Lavender","Sandalwood, Vetiver, Honey, amber",Versatile,Male
1005,HRMN-1005,Horseman,Exxome,285900,100,EDP,"Fresh Mint, Apple, Bergamot, Lemon, Orange","Tonka Bean, Oakmoss, Geranium, Ambroxan","Vanilla, Musk, Leather, Cedarwood",Day,Male
1006,HRMN-1006,Sea Salt,Heaven Scent,160000,50,EDP,Ambrette Seeds,Sea Salt,Sage,Versatile,Male
1007,HRMN-1007,Mister Affair,Heaven Scent,160000,50,EDP,Caramel,Clary Sage,Tonka Bean,Night,Male
1008,HRMN-1008,Mister Midnight,Heaven Scent,160000,50,EDP,Black Vanilla,Black Musk,Chocolate,Night,Male
1009,HRMN-1009,Goddess of Heaven,Heaven Scent,160000,50,EDP,Dark Berries,Jasmine,"Musk, Amber, Vanilla",Night,Female
1010,HRMN-1010,Si Fiola,Heaven Scent,160000,50,EDP,Blackcurrent,Orange Blossom,Marshmallow,Day,Female
1011,HRMN-1011,Blooming Heaven,Heaven Scent,160000,50,EDP,Damascus Rose,Peony,White Musk,Night,Female
1012,HRMN-1012,Noble,Heaven Scent,160000,50,EDP,Jasmine,-,Green Tea,Day,Unisex
1013,HRMN-1013,Orenji,Gean Perfume,169000,100,EDP,"Pineapple, Passionfruit, Bergamoth, Orange","Peach, Pink Peony, Freesia","Musk, Cedar, Amber",Day,Female
1014,HRMN-1014,Sarah Lavenda,Gean Perfume,169000,100,EDP,Rose,"Vanilla, Iris","Musk, Amber",Night,Female
1015,HRMN-1015,Capra Marile,Gean Perfume,169000,100,EDP,"Mandarin Orange, Clary Sage","Caramel, Tonka bean",Veliver,Day,Male
1016,HRMN-1016,Fuzz Intense,Gean Perfume,169000,100,EDP,"Passion Fruit, Peach, Pear, Raspberry, Cassis",Lily of The Valley,"Musk, Sandalwood, Vanilla, Patchouli, Heliotrope",Versatile,Female
1017,HRMN-1017,Ocean,Justin Paul,125000,50,EDP,Aquatic,Green,Oakmoss,Day,Male
1018,HRMN-1018,Sauvage,Justin Paul,125000,50,EDP,"Citrus, Spicy","Nutmeg, Cinnamon","Woody, Patchouly",Night,Male
1019,HRMN-1019,Good Guy,Justin Paul,125000,50,EDP,"Leather, Tamarine, Birch Tar","Sandalwood, Muguet, Violet","Cedar, Leather, Guaiacwood",Night,Male
1020,HRMN-1020,Earl Grey,Justin Paul,125000,50,EDP,Calabrian Bergamot,"Spicy, Cedarwood","Woody, Oakmoss",Versatile,Male
1021,HRMN-1021,Navy,Justin Paul,125000,50,EDP,Earthy,Violet Leaf,Sandalwood,Day,Male
1022,HRMN-1022,Iceberg,Justin Paul,125000,50,EDP,Ozone,"Muguet, Cassic","Cedar, Leather",Day,Unisex
1023,HRMN-1023,Fete Privee,Labcitane,185000,50,XDP,Lime,"Mint, Vodca","Leather, Amber, Woody",Night,Male
1024,HRMN-1024,Erotes,Labcitane,185000,50,XDP,"Green appel, Mint, Lemon","Tonka Bean, Ambroxan, Geranium","Vetiver, Oakmoss, Vanilla, Cedar",Day,Male
1025,HRMN-1025,Oui,Labcitane,185000,50,XDP,Mint,"Rose, Fressia","Vanilla, Ambroxan, Woody, Patchouli",Night,Female
1026,HRMN-1026,Pear Idole,Labcitane,185000,50,XDP,"Aquatic, Fruity Bergamote","Rose, Pear","White Floral, Musky, Sweet Vanilla",Day,Female
1027,HRMN-1027,Rose Peony,Labcitane,185000,50,XDP,Fruity Litchi,Rose Peony,Woody Rose,Versatile,Female
1028,HRMN-1028,Jasmine Tea,Labcitane,185000,50,XDP,"Early Grey Tea, Apple, Mandarin Orange","Jasmine, Lily, Honey Suckle","Musk, Iris, Sandalwood, Amber",Versatile,Female
1029,HRMN-1029,Liberte,Labcitane,185000,50,XDP,"Bergamote, Pepper","Lavender, Vetiver, Pink Pepper","Ambroxan, Woody",Day,Male
1030,HRMN-1030,Oud Damask,Labcitane,275000,50,EDP,Labdanum,"Rose, Saffron","Oud, Sandalwood",Night,Unisex
1031,HRMN-1031,Tabac Vanille,Labcitane,185000,50,XDP,"Warm Spicy, Tobacco","Cacao, Vanilla",Woody Notes,Night,Unisex
1032,HRMN-1032,Bleu Profond,Labcitane,185000,50,XDP,"Lemon, Mint, Pink Pepper","Jasmine, Nutmeg, Ginger","Vetiver, Sandalwood, Patchouli, White Musk",Versatile,Male
1033,HRMN-1033,Coffee Mood,Labcitane,185000,50,XDP,"Creamy, Orange Blossom","Coffee, Almond","Vanilla, Cedar Wood",Versatile,Unisex
1034,HRMN-1034,Bois de Musc,Labcitane,195000,50,EDP,Cardamom,"Bergamote, Lavender","Vetiver , Woody , Caraway",Versatile,Male
1035,HRMN-1035,Mawoe,Leuseni,850000,50,EDP,"Rose, Raspberry","Bulgarian rose, Turkish rose, Pink pepper, Cinnamon","Sandalwood, Benzoin, Patchouli, Amber, Cedarwood, Vanilla, Musk",Versatile,Female
1036,HRMN-1036,D'opium,Leuseni,750000,50,EDP,"Bergamot, Peach","Jasmine, Peony, Magnolia, Orange blossom, Lily of the valley","Oakmoss, Patchouli, Sandalwood, Musk, Woody notes",Versatile,Unisex
1037,HRMN-1037,Hades,Myth Fragrance,180000,50,EDP,"Rose, Saffron, Pink Pepper","Labdanum, Vetiver","Oud, Sandalwood",Night,Unisex
1038,HRMN-1038,Zeus,Myth Fragrance,180000,50,EDP,"Juniper, Nutmeg, Bergamot, Pineapple",Coriander,"Musk, Cedar, Patchouli, Vanilla",Versatile,Male
1039,HRMN-1039,Poseidon,Myth Fragrance,180000,50,EDP,"Green leaves, Apple, Citrus","Lotus, water notes","Musk, Cedar, Oakmoss",Day,Unisex
1040,HRMN-1040,Betrayed,Myth Fragrance,180000,50,EDP,"Heliotrope, Bergamot","Bitteralmond, Lavender, Jasmine","Vanilla, Sandalwood",Night,Unisex
1041,HRMN-1041,Story of 01,Myth Fragrance,99000,30,EDP,"Ripe fruit, Safron, Pineapple","Amberwood, Ambergis","Cedarwood, Vanilla",Versatile,Unisex
1042,HRMN-1042,Kitsu-Ne,Myth Fragrance,180000,50,EDP,"Fig, Bitter Orange",Matcha Tea,"Cedar, Vetiver",Versatile,Unisex
1043,HRMN-1043,Toxic Flirt,Myth Fragrance,135000,50,EDP,"Wild Berries, Plum, Coriander","White Honey, Cinnamon, Tuberose, Jasmine, Rose","Vanille, Amber, Musk, Sandalwood, Cedar Wood",Night,Unisex
